Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2
9654,14,1,40.309552,39.65936288,10,1,3,2018,0.23861713,B,B,26,3889,6,705.0,3,6,B
14931,6,3,83.10978717,46.51934453,12,5,17,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
8299,77,3,65.20744811,46.76680745,6,3,9,1976,7e-05,B,B,46,10309,1,240.0,1,16,B
2147,71,1,40.41964308,23.67126165,8,3,14,1997,0.033493708,B,B,66,10573,1,1322.0,3,8,B
11567,0,3,108.8513254,53.42705096,13,20,19,2012,0.006076152,B,B,30,5285,0,645.0,6,6,B
5905,62,1,49.83759526,36.407049064837906,1,6,1,1977,0.072157581,B,B,2,629,1,1152.6307692307691,0,0,A
11160,58,1,48.6106614,48.7525017,1,4,3,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B
8275,1,1,44.80608996,36.407049064837906,1,8,17,1977,0.007122317,B,B,1,264,0,1152.6307692307691,0,1,B
16398,100,1,55.51694429,24.57291714,14,19,22,2012,0.200146802,B,B,23,3975,8,770.0,2,0,B
11229,9,2,52.11544852,34.81336465,8,2,14,1996,0.161531741,B,B,25,5648,1,30.0,2,4,B
10309,66,1,32.64855008,22.41284449,5,1,4,1963,0.111627393,B,B,50,12238,8,1970.0,2,3,B
7340,1,3,87.40219912,85.42636483,1,8,17,1977,0.007122317,B,B,1,264,0,1152.6307692307691,0,1,B
7653,187,1,43.21462077,21.08294552,8,7,9,2003,0.041116354,B,B,53,14892,4,1152.6307692307691,1,4,B
272,41,3,50.55302531,35.49639654,6,3,9,1975,0.036122292,B,B,24,4378,0,1036.0,1,1,B
9831,62,3,55.68532165,34.42862814,6,4,9,1980,0.037177818,B,B,52,11217,1,2300.0,1,7,B
5016,23,2,54.40558328,33.67559365,9,10,17,2013,0.075778755,B,B,6,1437,3,1152.6307692307691,0,2,B
796,27,3,102.1100517,104.5257326,10,13,17,2017,0.072157581,B,B,2,629,1,1152.6307692307691,0,0,A
12123,6,1,40.44583606,18.66007968,9,10,17,2015,0.243204519,B,B,5,1564,0,540.0,0,0,B
16629,151,1,32.11344868,22.07725716,6,8,9,1976,0.236108458,B,B,16,3893,27,1152.6307692307691,3,10,B
2637,130,1,31.99949083,20.63123,5,7,9,1968,0.21843974,B,B,21,4472,6,1450.0,4,7,A
6194,56,1,40.10246969,18.52333617,8,3,17,1986,0.0,B,B,23,5067,4,1152.6307692307691,2,6,B
6216,181,2,51.77749722,30.58303166,8,3,10,1976,0.0,B,B,30,7538,87,4702.0,5,5,B
14346,83,1,42.52691437,23.04930999,8,2,12,1979,0.007720282,B,B,38,4788,2,1152.6307692307691,0,4,B
6428,9,1,43.03726374,3.01316559,1,3,1,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B
2891,38,1,49.47074672,26.56391092,1,10,12,1977,0.060753049,B,B,15,2787,2,520.0,0,7,B
84,48,1,34.77677115,18.46389706,5,4,9,1981,0.041124634,B,B,46,9515,5,1152.6307692307691,1,10,B
9260,90,2,49.98914685,34.30668032,7,6,9,1968,0.246031548,B,A,22,3151,4,2715.0,3,3,B
2348,128,1,47.51116715,21.47567479,12,3,6,2002,0.0,B,B,27,4798,0,30.0,2,8,B
10427,78,2,58.16829021,35.09649624,11,10,22,2006,0.092290642,B,B,21,4346,2,165.0,1,2,B
13230,74,2,84.50913808,83.68657028,1,12,24,1977,0.075778755,B,B,6,1437,3,1152.6307692307691,0,2,B
1691,75,1,48.612498,18.12317092,1,11,1,2014,0.122090347,B,B,29,6566,7,1894.0,4,0,B
8803,6,1,42.84697491,39.53379964,10,5,17,2013,0.243204519,B,B,5,1564,0,540.0,0,0,B
5464,93,2,70.48011133,68.61411012,12,9,17,2016,0.050900058,B,B,43,10621,1,30.0,2,3,B
10559,27,1,42.06369692,41.01221539,1,3,9,2016,0.011654127,B,B,4,915,0,1152.6307692307691,0,0,B
16787,55,3,78.68884818,44.67927623,8,12,14,1989,0.041365446,B,B,31,5569,0,1152.6307692307691,1,4,B
4278,87,1,35.41757659,25.35558121,6,2,9,1980,0.100455735,B,B,43,7227,0,1152.6307692307691,1,6,A
6183,21,2,46.56982036,31.64756691,5,3,5,1964,0.194489265,B,B,47,8004,3,125.0,3,5,B
12775,96,1,39.31972321,19.76337531,8,3,14,2011,0.041116354,B,B,53,14892,4,1152.6307692307691,1,4,B
10104,83,1,39.30350147,23.28475178,8,2,14,1986,0.007720282,B,B,38,4788,2,1152.6307692307691,0,4,B
13663,93,2,52.52496337,33.73929466,8,6,14,1988,0.521867054,B,B,25,6149,0,1152.6307692307691,0,0,B
9404,161,2,55.78481815,34.23048876,9,18,17,1996,0.000699119,B,B,14,3369,24,4129.0,0,3,B
14724,146,1,40.95833972,19.61612039,8,9,16,1981,0.236108458,B,B,16,3893,27,1152.6307692307691,3,10,B
10040,62,2,66.29653136,36.407049064837906,1,8,1,1977,0.072157581,B,B,2,629,1,1152.6307692307691,0,0,A
4646,6,2,72.23548625,36.407049064837906,0,24,25,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
4754,91,1,36.98344368,18.74100808,7,7,9,1969,0.333891544,B,B,30,6564,1,1152.6307692307691,0,0,B
3310,6,3,84.62535038,36.407049064837906,1,6,17,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
2003,8,2,44.68368246,28.31515388,5,4,9,1976,0.092290642,B,B,21,4346,2,165.0,1,2,B
7312,95,1,33.39500301,23.58750707,5,8,9,1968,0.0,B,B,7,1660,39,1786.0,1,5,B
10921,194,2,48.96912356,35.57071511,5,7,9,1977,0.174739084,B,B,17,3379,9,100.0,0,3,B
13419,46,3,66.50319056,44.95146983,9,7,12,1970,0.188783766,B,B,31,6137,4,1152.6307692307691,0,1,B
10105,26,1,35.48866353,21.96679796,6,4,9,1979,0.0,B,B,36,6714,2,2672.0,0,2,B
2196,52,4,104.6385098,62.18544383,10,4,22,2005,0.371148999,B,B,34,7065,1,750.0,2,5,B
12659,1,3,79.14588776,36.407049064837906,1,15,17,1977,0.007122317,B,B,1,264,0,1152.6307692307691,0,1,B
4380,167,2,47.50735672,32.36457831,5,4,9,1963,0.050272014,B,B,21,4231,14,1020.0,0,3,B
10847,23,2,54.99739958,36.407049064837906,1,7,17,1977,0.075778755,B,B,6,1437,3,1152.6307692307691,0,2,B
10805,48,2,53.74609695,31.36254529,8,12,16,1983,0.041124634,B,B,46,9515,5,1152.6307692307691,1,10,B
8709,23,2,42.1384571,36.407049064837906,1,6,12,2013,0.034656082,B,B,0,168,0,1152.6307692307691,0,0,B
8319,6,2,63.86631066,36.407049064837906,12,11,17,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
2215,29,2,48.04540645,32.77597062,5,3,5,1961,0.069660344,B,B,31,6119,4,1152.6307692307691,1,2,B
7000,72,2,40.19729496,27.82819032,7,4,9,1964,0.210473241,B,B,11,2398,2,1994.0,3,0,B
7701,23,2,50.89174095,46.92430072,0,3,3,2017,0.034656082,B,B,0,168,0,1152.6307692307691,0,0,B
9678,9,2,66.73969364,36.407049064837906,10,10,17,2016,0.161531741,B,B,25,5648,1,30.0,2,4,B
14026,71,2,63.94717278,33.73634457,10,12,22,1985,0.407276235,A,B,9,1768,0,370.0,0,0,A
7971,96,1,41.41709162,23.62410881,7,8,10,1997,0.041116354,B,B,53,14892,4,1152.6307692307691,1,4,B
13734,1,1,46.16472014,36.407049064837906,1,4,24,1977,0.007122317,B,B,1,264,0,1152.6307692307691,0,1,B
16483,29,2,47.36175756,29.26732672,6,4,5,1960,0.040242764,B,B,25,3478,11,2729.0,3,1,B
6150,6,3,76.37955256,1.633542237,1,17,17,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
2931,48,3,62.80668159,48.64271171,6,5,12,1980,0.041124634,B,B,46,9515,5,1152.6307692307691,1,10,B
5418,62,2,74.47362881,36.407049064837906,1,10,17,1977,0.072157581,B,B,2,629,1,1152.6307692307691,0,0,A
1662,144,3,92.85091972,55.60323993,12,10,17,2004,0.306977489,B,B,27,5148,14,1575.0,5,7,B
2441,6,3,78.41436101,44.11174383,12,14,1,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
7734,129,1,36.20564093,19.57205339,9,11,12,1968,0.020741326,B,B,24,5613,5,1340.0,2,5,B
6010,72,2,63.29578675,60.79399697,1,23,23,2019,0.210473241,B,B,11,2398,2,1994.0,3,0,B
266,27,1,46.71832081,2.879671264,1,13,1,1977,0.072157581,B,B,2,629,1,1152.6307692307691,0,0,A
632,27,1,48.76033909,36.407049064837906,1,7,17,1977,0.017647053,B,B,2,469,0,1152.6307692307691,0,0,B
16221,23,3,69.37112564,36.407049064837906,1,3,3,1977,0.005767451,B,B,1,388,0,1152.6307692307691,0,0,B
11832,96,1,38.46842132,23.35043109,8,9,17,1994,0.041116354,B,B,53,14892,4,1152.6307692307691,1,4,B
5035,62,1,50.25844245,22.55936501,11,8,17,2011,0.072157581,B,B,2,629,1,1152.6307692307691,0,0,A
37,27,1,34.88540158,3.229646197,1,23,25,1977,0.072157581,B,B,2,629,1,1152.6307692307691,0,0,A
6168,119,2,47.82746538,31.71677623,5,3,5,1961,0.000995363,B,B,42,7651,1,1152.6307692307691,1,5,B
11757,29,2,46.83206841,33.32686008,5,3,5,1964,0.069660344,B,B,31,6119,4,1152.6307692307691,1,2,B
8086,30,1,38.59974595,36.407049064837906,1,12,17,1977,7.82e-05,B,B,22,6398,141,1046.0,3,23,B
6529,85,3,56.33888054,34.65401359,6,5,9,1978,0.037177818,B,B,52,11217,1,2300.0,1,7,B
13904,1,1,40.27829636,36.407049064837906,1,18,17,1977,0.007122317,B,B,1,264,0,1152.6307692307691,0,1,B
3711,94,1,41.28105729,42.39259409,10,13,13,2014,0.282797669,B,B,33,8667,2,1152.6307692307691,0,6,B
16563,52,1,40.70907358,41.24369323,1,4,10,2015,0.371148999,B,B,34,7065,1,750.0,2,5,B
14494,52,2,64.02780361,67.95765503,0,9,17,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B
3006,66,2,48.32314251,30.51139718,5,7,9,1971,0.111627393,B,B,50,12238,8,1970.0,2,3,B
15299,1,1,43.78871344,36.407049064837906,1,11,1,1977,0.014580716,B,B,3,760,1,1152.6307692307691,0,0,B
92,21,3,70.42479628,46.60475213,9,12,12,1971,0.194489265,B,B,47,8004,3,125.0,3,5,B
8066,71,2,57.07741919,31.63048747,8,12,12,1984,0.407276235,A,B,9,1768,0,370.0,0,0,A
16071,1,2,64.94598971,36.407049064837906,1,20,20,1977,0.007122317,B,B,1,264,0,1152.6307692307691,0,1,B
3883,3,2,62.94609681,38.29646711,10,17,17,1984,0.050900058,B,B,43,10621,1,30.0,2,3,B
5511,52,1,42.06416016,42.48809495,1,11,17,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B
2821,1,3,76.42629455,48.18579401,10,12,17,1989,0.025609157,B,B,33,5261,0,240.0,3,1,B
9570,129,1,39.55023422,21.55964606,9,11,16,1979,0.460556389,B,B,20,4386,14,1152.6307692307691,1,5,B
4326,98,2,56.45080171,36.54648311,9,1,16,1983,0.089039719,B,B,33,7976,5,1152.6307692307691,0,11,B
9251,1,3,81.98333869,36.407049064837906,10,5,17,2018,0.007122317,B,B,1,264,0,1152.6307692307691,0,1,B
9031,92,2,39.3417705,21.23154919,7,6,12,1972,0.460556389,B,B,20,4386,14,1152.6307692307691,1,5,B
12689,61,1,38.19081328,21.65392102,10,14,25,2013,0.300322518,B,B,52,10311,6,1152.6307692307691,1,9,B
16380,45,3,58.26614402,39.92691871,6,6,5,1961,0.014423114,B,B,19,3806,4,1152.6307692307691,0,3,B
1053,22,2,60.06978166,35.16138059,9,16,16,2001,0.118537385,B,B,30,6207,1,1183.0,1,0,B
4568,54,2,42.77517623,27.75189745,5,4,5,1966,0.006076152,B,B,30,5285,0,645.0,6,6,B
16140,27,1,38.25155748,36.407049064837906,1,16,17,1977,0.011654127,B,B,4,915,0,1152.6307692307691,0,0,B
14356,54,2,78.17621653,75.03267994,1,10,8,2014,0.006076152,B,B,30,5285,0,645.0,6,6,B
8466,6,2,66.27001383,36.407049064837906,0,13,17,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
15652,9,1,45.63248019,20.38402196,8,10,14,1995,0.161531741,B,B,25,5648,1,30.0,2,4,B
3285,27,1,37.36832906,36.407049064837906,1,23,22,2017,0.072157581,B,B,2,629,1,1152.6307692307691,0,0,A
3198,47,1,35.7140287,22.63851389,6,6,9,1978,7e-05,B,B,46,10309,1,240.0,1,16,B
14088,123,3,91.59902736,58.13263909,11,4,8,2005,0.0,B,B,6,2733,0,920.0,0,4,B
2268,58,1,39.97894395,41.54850347,0,13,17,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B
15472,1,2,77.50671396,36.407049064837906,12,3,22,1977,0.007122317,B,B,1,264,0,1152.6307692307691,0,1,B
1203,58,3,87.81555869,83.19448303,0,9,7,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B
7157,78,3,79.45759445,44.61800212,12,16,17,1977,0.092290642,B,B,21,4346,2,165.0,1,2,B
6886,155,1,33.07777294,17.98219483,7,7,12,1972,0.042307271,B,B,17,2810,9,4849.0,3,6,B
5083,46,3,61.45009593,46.41000519,6,8,9,1967,0.0,B,B,47,11319,0,1145.0,3,5,B
7467,27,1,34.84218891,36.407049064837906,0,22,25,1977,0.072157581,B,B,2,629,1,1152.6307692307691,0,0,A
14068,8,2,52.23639546,33.25836479,8,7,16,1982,0.458174486,B,A,26,4439,1,1130.0,1,5,B
2080,99,2,48.13796455,31.32924579,5,6,5,1969,0.033493708,B,B,66,10573,1,1322.0,3,8,B
10865,1,1,47.59975761,36.407049064837906,1,24,24,1977,0.007122317,B,B,1,264,0,1152.6307692307691,0,1,B
13516,41,1,39.2049788,20.60703471,9,8,12,1969,0.175054867,B,B,36,10055,3,1152.6307692307691,1,0,B
14150,2,2,48.10615813,31.70941088,5,6,12,1971,0.130617806,B,B,39,10418,9,900.0,1,9,B
7609,23,2,55.51259623,36.407049064837906,10,5,20,1977,0.034656082,B,B,0,168,0,1152.6307692307691,0,0,B
2144,180,3,79.55452459,55.08029497,7,4,4,1958,0.037316452,B,B,32,6748,93,562.0,4,10,B
10357,124,2,43.13194505,29.74968743,5,2,5,1963,0.16909109,B,B,19,3856,10,1152.6307692307691,2,5,B
2396,58,3,72.84706408,45.90408389,9,12,14,1970,0.148903891,B,B,9,1952,1,1430.0,3,2,B
1526,152,3,76.082777,52.35242766,6,3,5,1932,0.042031587,B,B,37,6856,84,1940.0,2,5,B
10890,11,2,57.16785372,34.85828654,8,8,14,2006,0.000169676,B,B,36,5992,0,1152.6307692307691,1,1,B
6050,67,3,69.19386112,44.89181125,6,3,12,1978,0.007720282,B,B,38,4788,2,1152.6307692307691,0,4,B
7639,27,1,38.756507,36.407049064837906,1,7,1,1977,0.211401214,B,B,9,1892,0,1152.6307692307691,0,1,B
10544,105,1,39.39769473,22.27633822,10,9,12,1968,0.040242764,B,B,25,3478,11,2729.0,3,1,B
9577,19,3,62.38250155,45.15839032,5,9,9,1975,0.309479124,B,B,35,7715,4,990.0,0,6,B
13195,6,3,80.52275361,36.407049064837906,1,15,17,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
3484,85,3,54.10038339,35.03939714,6,7,9,1977,0.037177818,B,B,52,11217,1,2300.0,1,7,B
16668,34,3,118.4499058,68.58749732,12,10,23,2013,0.069753361,B,B,53,13670,4,1152.6307692307691,1,11,B
7171,6,2,66.47630451,37.81281338,12,2,17,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
8547,8,2,54.47204579,31.69381707,8,10,14,1990,0.458174486,B,A,26,4439,1,1130.0,1,5,B
12735,99,2,54.48433771,52.49794186,9,3,12,1976,0.033493708,B,B,66,10573,1,1322.0,3,8,B
9093,26,2,45.72973679,28.89655169,5,4,5,1965,0.0,B,B,36,6714,2,2672.0,0,2,B
15323,131,2,49.95774648,32.70873581,7,10,9,1964,0.0,B,B,23,3684,2,1152.6307692307691,0,4,B
14897,3,1,33.25521537,18.01626025,6,8,9,1973,0.050900058,B,B,43,10621,1,30.0,2,3,B
5135,30,1,43.14434057,18.29550333,1,12,22,2016,7.82e-05,B,B,22,6398,141,1046.0,3,23,B
5327,61,3,53.55645241,36.79196384,6,5,9,1976,0.300322518,B,B,52,10311,6,1152.6307692307691,1,9,B
13133,61,3,64.61803225,47.29265345,6,7,9,1969,0.298204575,B,B,16,4048,3,1152.6307692307691,1,3,B
1676,17,2,55.29860901,33.1809614,9,14,16,1981,0.0,B,B,18,3374,5,620.0,1,2,B
16296,53,2,62.66202403,36.26187434,10,19,24,2019,0.049637257,B,B,34,7759,0,229.0,1,3,B
1095,27,2,57.60356358,58.67384886,1,7,12,2017,0.011654127,B,B,4,915,0,1152.6307692307691,0,0,B
12528,21,1,36.95716462,21.68070204,6,5,6,1962,0.034331497,B,B,25,5487,3,1152.6307692307691,0,4,B
7348,53,2,58.0640206,59.26992208,1,8,19,2017,0.049637257,B,B,34,7759,0,229.0,1,3,B
11663,42,1,40.04809883,23.55440476,7,10,17,2006,0.158249043,B,B,21,5731,0,1152.6307692307691,1,0,B
1803,124,2,48.17357556,31.97503152,5,4,5,1968,0.122090347,B,B,29,6566,7,1894.0,4,0,B
1510,88,3,62.36754608,45.0317227,5,9,9,1974,0.127375905,B,B,43,8429,3,1152.6307692307691,3,9,B
16045,27,2,63.69700999,36.407049064837906,10,14,17,2016,0.072157581,B,B,2,629,1,1152.6307692307691,0,0,A
2900,29,1,34.24579071,17.20156028,5,5,5,1966,0.069660344,B,B,31,6119,4,1152.6307692307691,1,2,B
3236,57,2,43.74828517,31.05253479,5,4,5,1970,0.133215333,B,B,49,11395,3,1406.0,3,4,A
1318,161,2,63.0558228,39.44425865,10,18,20,2013,0.000699119,B,B,14,3369,24,4129.0,0,3,B
14948,83,2,49.91011626,31.33192646,9,3,12,1978,0.007720282,B,B,38,4788,2,1152.6307692307691,0,4,B
7840,46,3,77.54370827,52.90704363,9,4,4,1962,0.188783766,B,B,31,6137,4,1152.6307692307691,0,1,B
15325,9,2,62.67879963,60.70191287,1,4,1,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B
8700,23,1,77.60832785,37.35390072,15,3,3,2011,0.014072961,B,B,2,475,0,1152.6307692307691,0,0,B
15706,94,2,47.77648527,27.92087313,6,8,9,1970,0.282797669,B,B,33,8667,2,1152.6307692307691,0,6,B
14449,25,1,32.93847268,32.5711052,7,15,17,2016,0.069753361,B,B,53,13670,4,1152.6307692307691,1,11,B
16117,30,2,60.33083493,36.407049064837906,1,24,22,1977,7.82e-05,B,B,22,6398,141,1046.0,3,23,B
4529,101,1,39.14986639,19.18941957,8,11,17,1988,0.225824954,A,B,41,6558,7,1548.0,3,2,B
11199,41,2,48.10559144,30.55838551,5,7,9,1971,0.175054867,B,B,36,10055,3,1152.6307692307691,1,0,B
821,46,2,47.57343923,30.57739952,6,9,9,1971,0.0,B,B,47,11319,0,1145.0,3,5,B
68,42,2,67.07601253,32.0095348,11,16,24,2007,0.158249043,B,B,21,5731,0,1152.6307692307691,1,0,B
554,62,1,45.13309684,18.20395549,11,4,17,2016,0.072157581,B,B,2,629,1,1152.6307692307691,0,0,A
452,75,1,38.6829175,23.28879641,10,16,16,1988,0.307466659,B,A,30,5048,9,325.0,2,5,B
11394,70,3,63.2595383,41.0506291,7,12,14,1997,0.002211665,B,B,39,7614,3,1152.6307692307691,1,5,A
11393,27,2,57.63522834,31.43975554,10,13,16,2005,0.07542368,B,B,11,3097,0,1152.6307692307691,0,0,B
9535,1,1,48.46091242,36.407049064837906,0,13,0,1977,0.007122317,B,B,1,264,0,1152.6307692307691,0,1,B
4024,83,1,39.99037017,23.63631979,8,15,17,1987,0.007720282,B,B,38,4788,2,1152.6307692307691,0,4,B
10069,85,3,53.37598753,35.83321757,6,10,9,1977,0.037177818,B,B,52,11217,1,2300.0,1,7,B
12007,29,1,38.2003209,27.06610639,5,5,5,1967,0.069660344,B,B,31,6119,4,1152.6307692307691,1,2,B
12368,64,2,74.20020714,37.43975227,11,11,24,2003,0.135649789,B,B,46,7960,6,350.0,3,11,B
1259,53,3,81.31059858,80.2815833,1,20,18,2017,0.049637257,B,B,34,7759,0,229.0,1,3,B
1124,7,3,65.12647574,42.26511519,8,9,12,1985,0.035145267,B,B,42,9292,3,2620.0,0,3,B
3707,11,2,46.2661412,28.44894076,6,3,9,1973,0.012338886,B,B,35,5776,1,2078.0,2,4,B
8767,84,1,35.90736772,20.80733173,9,9,12,1967,0.006076152,B,B,30,5285,0,645.0,6,6,B
1919,11,1,35.24778601,20.35825169,10,12,12,1971,0.038692987,B,B,28,6533,1,1015.0,2,5,B
16741,99,1,38.44513923,25.62977779,6,8,9,1976,0.012338886,B,B,35,5776,1,2078.0,2,4,B
6664,53,2,59.45105344,36.12214809,10,10,24,2018,0.049637257,B,B,34,7759,0,229.0,1,3,B
5688,45,2,73.10887639,36.407049064837906,1,8,17,2014,0.195781053,B,B,23,5212,6,1152.6307692307691,3,2,B
7799,3,1,36.93082261,18.97751935,9,1,12,1971,0.265088676,B,B,37,5288,0,1937.0,3,2,B
14843,135,3,61.07575428,43.88575608,5,5,9,1972,0.007658515,B,B,35,7077,56,2301.0,3,19,B
7532,9,2,47.91777172,30.91868535,8,4,14,2010,0.13012277,B,B,8,1986,0,1152.6307692307691,0,0,B
8133,1,1,49.62064968,36.407049064837906,1,10,24,1977,0.007122317,B,B,1,264,0,1152.6307692307691,0,1,B
6264,47,3,79.99332885,47.25110417,10,3,16,1980,0.101872465,B,B,23,4583,3,1152.6307692307691,3,3,B
4125,94,1,43.42743611,18.59191388,7,12,17,2006,0.521867054,B,B,25,6149,0,1152.6307692307691,0,0,B
2410,99,2,46.84290607,31.91581332,5,5,5,1968,0.033493708,B,B,66,10573,1,1322.0,3,8,B
13607,62,3,83.00387548,36.407049064837906,0,12,0,1977,0.072157581,B,B,2,629,1,1152.6307692307691,0,0,A
1716,57,2,62.47491198,36.24548488,10,20,22,2001,0.090799103,B,B,74,19083,2,1152.6307692307691,5,15,B
1370,1,1,44.37313479,23.67984145,10,4,20,1977,0.007122317,B,B,1,264,0,1152.6307692307691,0,1,B
2273,37,3,81.2640904,44.60794641,12,8,17,2002,0.178916796,B,B,18,3594,4,192.0,1,5,B
15298,13,3,77.86730579,49.52390252,10,17,17,2000,0.090799103,B,B,74,19083,2,1152.6307692307691,5,15,B
4284,171,2,48.93911849,32.35727383,6,7,9,1968,0.019508796,B,B,37,7687,11,176.0,5,5,B
12303,27,2,62.42918553,36.407049064837906,0,14,19,1977,0.211401214,B,B,9,1892,0,1152.6307692307691,0,1,B
7808,8,1,30.53997286,14.90298417,5,1,5,1967,0.458174486,B,A,26,4439,1,1130.0,1,5,B
2203,27,1,51.2360037,36.407049064837906,0,10,0,1977,0.072157581,B,B,2,629,1,1152.6307692307691,0,0,A
7237,27,1,44.85071142,36.407049064837906,1,7,17,1977,0.072157581,B,B,2,629,1,1152.6307692307691,0,0,A
15864,27,3,47.72283507,47.09881322,9,18,99,1977,0.072157581,B,B,2,629,1,1152.6307692307691,0,0,A
2844,1,2,64.78505452,31.76871446,12,7,17,2014,0.007122317,B,B,1,264,0,1152.6307692307691,0,1,B
5729,124,1,33.68030681,18.1258887,5,5,5,1959,0.16909109,B,B,19,3856,10,1152.6307692307691,2,5,B
11812,65,2,64.06314855,44.25138344,7,3,8,1958,0.081943463,B,B,20,2738,20,1152.6307692307691,1,4,B
1779,29,1,43.61076714,16.26838736,9,7,17,2014,0.069660344,B,B,31,6119,4,1152.6307692307691,1,2,B
6442,27,2,58.16510553,36.407049064837906,1,6,19,2018,0.211401214,B,B,9,1892,0,1152.6307692307691,0,1,B
6160,31,2,44.72765685,30.31423798,5,5,9,1974,0.151346216,B,A,32,5889,10,830.0,4,1,B
8266,86,2,44.43695832,29.50731501,5,4,5,1964,0.161975568,B,A,31,7010,5,4508.0,3,7,B
9903,67,1,34.653813,22.54984788,6,7,9,1976,0.007720282,B,B,38,4788,2,1152.6307692307691,0,4,B
2867,27,1,47.98972724,36.407049064837906,1,4,12,1977,0.072157581,B,B,2,629,1,1152.6307692307691,0,0,A
6998,6,2,65.23507156,33.84909513,13,9,17,2015,0.243204519,B,B,5,1564,0,540.0,0,0,B
13932,23,2,66.93512595,36.407049064837906,1,17,17,1977,0.075778755,B,B,6,1437,3,1152.6307692307691,0,2,B
12587,74,1,53.16769296,50.32907604,1,4,17,1977,0.075778755,B,B,6,1437,3,1152.6307692307691,0,2,B
3611,11,2,61.7017668,33.34579369,11,3,10,2009,0.000169676,B,B,36,5992,0,1152.6307692307691,1,1,B
2646,61,3,66.69189984,45.22355232,9,13,12,1965,0.300322518,B,B,52,10311,6,1152.6307692307691,1,9,B
1890,42,1,41.99188405,24.85006627,8,6,9,2006,0.158249043,B,B,21,5731,0,1152.6307692307691,1,0,B
860,47,2,55.70165982,34.58557448,9,10,17,2002,7e-05,B,B,46,10309,1,240.0,1,16,B
14187,111,2,49.34683132,33.92012564,5,4,5,1966,0.0,B,B,36,6714,2,2672.0,0,2,B
12569,75,2,59.11011989,35.80797071,10,6,17,1999,0.122090347,B,B,29,6566,7,1894.0,4,0,B
1276,23,2,54.49141735,51.64096815,1,5,3,2020,0.005767451,B,B,1,388,0,1152.6307692307691,0,0,B
12025,45,1,39.35389754,36.407049064837906,1,17,1,1977,0.195781053,B,B,23,5212,6,1152.6307692307691,3,2,B
4890,25,2,84.39816716,42.44814246,16,14,25,2012,0.069753361,B,B,53,13670,4,1152.6307692307691,1,11,B
14410,167,2,57.90699648,35.62563715,6,8,6,1941,0.050272014,B,B,21,4231,14,1020.0,0,3,B
10352,73,3,68.97055565,46.82388976,7,5,5,1928,0.042031587,B,B,37,6856,84,1940.0,2,5,B
11407,79,4,37.92034787,21.35748713,6,6,17,2014,0.307466659,B,A,30,5048,9,325.0,2,5,B
10384,15,1,41.96975268,21.1001371,7,10,14,2006,0.158249043,B,B,21,5731,0,1152.6307692307691,1,0,B
7622,107,2,60.91875983,34.82460241,8,22,23,2011,0.050272014,B,B,21,4231,14,1020.0,0,3,B
12578,23,2,65.27726764,36.407049064837906,1,3,17,1977,0.075778755,B,B,6,1437,3,1152.6307692307691,0,2,B
15820,88,1,37.01395376,23.14029728,9,9,9,1976,0.127375905,B,B,43,8429,3,1152.6307692307691,3,9,B
563,1,2,66.92279302,64.39559326,1,4,17,1977,0.007122317,B,B,1,264,0,1152.6307692307691,0,1,B
15226,87,1,36.23750837,22.74873654,6,7,9,1982,0.100455735,B,B,43,7227,0,1152.6307692307691,1,6,A
6396,6,3,80.74638251,36.407049064837906,1,12,17,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
6247,1,1,42.25608207,36.407049064837906,1,18,17,1977,0.007122317,B,B,1,264,0,1152.6307692307691,0,1,B
3339,83,1,34.4376249,18.11436924,6,8,9,1977,0.007720282,B,B,38,4788,2,1152.6307692307691,0,4,B
10975,118,2,59.11171146,34.19230996,8,8,10,1959,0.21843974,B,B,21,4472,6,1450.0,4,7,A
7475,23,2,54.66495853,36.407049064837906,1,5,12,1977,0.034656082,B,B,0,168,0,1152.6307692307691,0,0,B
11129,208,1,32.77010854,22.61629491,5,4,5,1961,0.042031587,B,B,37,6856,84,1940.0,2,5,B
3051,111,3,63.56229649,45.51057855,5,5,5,1962,0.1363303,B,B,30,6141,10,262.0,3,6,B
10232,84,2,57.68478474,37.72663762,8,1,5,1956,0.006076152,B,B,30,5285,0,645.0,6,6,B
